Code;Title;Vintage;Size;ABV;Style;Country;Group;Available;Price (inc VAT);Price (ex-VAT);Link
HED39216;Migliore Vallepicciola 2018;2018;75cl;14.5;Red;Italy;Italy;8;188;156.67;https://hedonism.co.uk/product/migliore-vallepicciola-2018
HED39377;Cornas Reynard Allemand 2018;2018;75cl;14.5;Red;France;Northern Rhone;2;340;283.33;https://hedonism.co.uk/product/cornas-reynard-allemand-2018
HED39637;Saumur Champigny Les Bois Blancs Le P`tit Domaine 2018;2018;75cl;13;Red;France;Loire;4;36.4;30.33;https://hedonism.co.uk/product/saumur-champigny-les-bois-blancs-le-ptit-domaine-2018
HED90471;Verite La Muse Half 2018;2018;37.5cl;14.3;Red;United States;USA;2;275;229.17;https://hedonism.co.uk/product/verite-la-muse-half-2018
HED90473;Verite La Joie Half 2018;2018;37.5cl;13.9;Red;United States;USA;16;275;229.17;https://hedonism.co.uk/product/verite-la-joie-half-2018
HED90475;Verite Le Desir Half 2018;2018;37.5cl;14.3;Red;United States;USA;29;275;229.17;https://hedonism.co.uk/product/verite-le-desir-half-2018
HED90606;Pym Rae 2018;2018;75cl;15.9;Red;United States;USA;1;422;351.67;https://hedonism.co.uk/product/pym-rae-2018
HED90689;Barolo Arione Giacomo Conterno 2018;2018;75cl;15;Red;Italy;Italy;3;350;291.67;https://hedonism.co.uk/product/barolo-arione-giacomo-conterno-2018
HED90690;Barolo Francia Giacomo Conterno 2018;2018;75cl;15;Red;Italy;Italy;2;350;291.67;https://hedonism.co.uk/product/barolo-francia-giacomo-conterno-2018
HED23010;Planeta Dorilli Cerasuolo Vittoria 2018;2018;75cl;13;Red;Italy;Italy;7;37;30.83;https://hedonism.co.uk/product/planeta-dorilli-cerasuolo-vittoria-2018
HED23056;Ca`Marcanda Gaja 2018;2018;75cl;14.5;Red;Italy;Italy;7;150;125;https://hedonism.co.uk/product/camarcanda-gaja-2018
HED91331;Shafer Hillside Select 2018;2018;75cl;15.5;Red;United States;USA;2;360;300;https://hedonism.co.uk/product/shafer-hillside-select-2018
HED23153;Benevolent Neglect Whole Cluster Syrah 2018;2018;75cl;13.1;Red;United States;USA;2;62.8;52.33;https://hedonism.co.uk/product/benevolent-neglect-whole-cluster-syrah-2018
HED23155;Grace Family Vineyards Cabernet Sauvignon 2018;2018;75cl;14.6;Red;United States;USA;7;625;520.83;https://hedonism.co.uk/product/grace-family-vineyards-cabernet-sauvignon-2018
HED23197;Xisto 2018;2018;75cl;14.5;Red;Portugal;Portugal;2;92.4;77;https://hedonism.co.uk/product/xisto-2018
HED23201;Pago de Carraovejas Cuesta de Las Liebres 2018;2018;75cl;15;Red;Spain;Spain;3;212;176.67;https://hedonism.co.uk/product/pago-de-carraovejas-cuesta-de-las-liebres-2018
HED91889;Premier Vin Son Mayol 2018;2018;75cl;14;Red;Spain;Spain;9;53.8;44.83;https://hedonism.co.uk/product/premier-vin-son-mayol-2018
HED91929;Touriga Franca Quinta do Crasto 2018;2018;75cl;14.5;Red;Portugal;Portugal;5;64.8;54;https://hedonism.co.uk/product/touriga-franca-quinta-do-crasto-2018
HED91931;Vinha da Ponte Quinta do Crasto 2018;2018;75cl;14.5;Red;Portugal;Portugal;12;222;185;https://hedonism.co.uk/product/vinha-da-ponte-quinta-do-crasto-2018
HED91933;Touriga Franca Quinta do Crasto Magnum 2018;2018;150cl;14.5;Red;Portugal;Portugal;1;138;115;https://hedonism.co.uk/product/touriga-franca-quinta-do-crasto-magnum-2018
HED91934;Vinha Maria Teresa Quinta do Crasto Magnum 2018;2018;150cl;14.5;Red;Portugal;Portugal;3;400;333.33;https://hedonism.co.uk/product/vinha-maria-teresa-quinta-do-crasto-magnum-2018
HED91936;Touriga Franca Quinta do Crasto 300cl 2018;2018;300cl;14.5;Red;Portugal;Portugal;1;342;285;https://hedonism.co.uk/product/touriga-franca-quinta-do-crasto-300cl-2018
HED23233;Anton Bauer Blaufrankisch Reserve 2018;2018;75cl;13.5;Red;Austria;Austria;3;56.7;47.25;https://hedonism.co.uk/product/anton-bauer-blaufrankisch-reserve-2018
HED23278;Cornas Domaine du Tunnel 2018;2018;75cl;13.5;Red;France;Northern Rhone;2;52.1;43.42;https://hedonism.co.uk/product/cornas-domaine-du-tunnel-2018-0
HED92095;Le Pupille Syrah 2018;2018;75cl;14.5;Red;Italy;Italy;1;120;100;https://hedonism.co.uk/product/le-pupille-syrah-2018
HED92096;Camartina Querciabella 2018;2018;75cl;14;Red;Italy;Italy;6;94.9;79.08;https://hedonism.co.uk/product/camartina-querciabella-2018
HED23328;Geol Bodegas Tomas Cusine 2018;2018;75cl;14;Red;Spain;Spain;2;27.9;23.25;https://hedonism.co.uk/product/geol-bodegas-tomas-cusine-2018
HED92280;Barolo Monprivato Mascarello 2018;2018;75cl;14.5;Red;Italy;Italy;7;173;144.17;https://hedonism.co.uk/product/barolo-monprivato-mascarello-2018
HED92203;Clos de la Roche Michel Magnien 2018;2018;75cl;13;Red;France;Burgundy;6;193;160.83;https://hedonism.co.uk/product/clos-de-la-roche-michel-magnien-2018
HED92516;Nuits St Georges Henri Gouges Half 2018;2018;37.5cl;14;Red;France;Burgundy;15;30;25;https://hedonism.co.uk/product/nuits-st-georges-henri-gouges-half-2018
HED92584;Sine Qua Non Eleven Confessions Vineyard Grenache 2018;2018;75cl;16;Red;United States;USA;4;630;525;https://hedonism.co.uk/product/sine-qua-non-eleven-confessions-vineyard-grenache-2018
HED23455;Prima Pietra Tenuta Prima Pietra 2018;2018;75cl;14;Red;Italy;Italy;2;73.2;61;https://hedonism.co.uk/product/prima-pietra-tenuta-prima-pietra-2018
HED23477;Teroldego Marion 2018;2018;75cl;14.5;Red;Italy;Italy;11;48.1;40.08;https://hedonism.co.uk/product/teroldego-marion-2018
HED23493;Vega Sicilia Valbuena 5 300cl 2018;2018;300cl;14.5;Red;Spain;Spain;2;1210;1008.33;https://hedonism.co.uk/product/vega-sicilia-valbuena-5-300cl-2018
HED23496;Holden Manz Elysium 2018;2018;75cl;15;Red;South Africa;South Africa;2;240;200;https://hedonism.co.uk/product/holden-manz-elysium-2018
HED23514;Carmel Limited Edition (Kosher) 2018;2018;75cl;14;Red;Israel;Israel;7;86.3;71.92;https://hedonism.co.uk/product/carmel-limited-edition-kosher-2018
HED93088;Pago de Carraovejas El Anejon 2018;2018;75cl;15.5;Red;Spain;Spain;7;100;83.33;https://hedonism.co.uk/product/pago-de-carraovejas-el-anejon-2018
HED23675;Haitza Arretxea 2018;2018;75cl;13;Red;France;Regional France;2;42.3;35.25;https://hedonism.co.uk/product/haitza-arretxea-2018
HED23738;Barbaresco Il Bricco Pio Cesare 2018;2018;75cl;14.5;Red;Italy;Italy;6;120;100;https://hedonism.co.uk/product/barbaresco-il-bricco-pio-cesare-2018
HED23766;Grosset Gaia 2018;2018;75cl;13.7;Red;Australia;Australia;7;63.5;52.92;https://hedonism.co.uk/product/grosset-gaia-2018
HED93394;Clos Vougeot Mugneret Gibourg 2018;2018;75cl;13.5;Red;France;Burgundy;2;807;672.5;https://hedonism.co.uk/product/clos-vougeot-mugneret-gibourg-2018
HED93396;Echezeaux Mugneret Gibourg 2018;2018;75cl;13.5;Red;France;Burgundy;2;702;585;https://hedonism.co.uk/product/echezeaux-mugneret-gibourg-2018-0
HED93398;Ruchottes Chambertin Mugneret Gibourg 2018;2018;75cl;13.5;Red;France;Burgundy;2;892;743.33;https://hedonism.co.uk/product/ruchottes-chambertin-mugneret-gibourg-2018
HED93402;Brunello di Montalcino Gaja Pieve Santa Restituta 2018;2018;75cl;14.5;Red;Italy;Italy;12;93.8;78.17;https://hedonism.co.uk/product/brunello-di-montalcino-gaja-pieve-santa-restituta-2018
HED93403;Brunello di Montalcino Rennina Gaja Pieve Santa Restituta 2018;2018;75cl;14.5;Red;Italy;Italy;8;185;154.17;https://hedonism.co.uk/product/brunello-di-montalcino-rennina-gaja-pieve-santa-restituta-2018
HED93404;Brunello di Montalcino Sugarille Gaja Pieve Santa Restituta 2018;2018;75cl;14.5;Red;Italy;Italy;5;200;166.67;https://hedonism.co.uk/product/brunello-di-montalcino-sugarille-gaja-pieve-santa-restituta-2018
HED23942;Praesidium Montepulciano Riserva 2018;2018;75cl;13.5;Red;Italy;Italy;13;45.7;38.08;https://hedonism.co.uk/product/praesidium-montepulciano-riserva-2018
HED23964;Cornas Guillaume Gilles 2018;2018;75cl;13;Red;France;Northern Rhone;16;68.5;57.08;https://hedonism.co.uk/product/cornas-guillaume-gilles-2018
HED23987;Chianti Classico Il Solatio Castello di Albola 2018;2018;75cl;14;Red;Italy;Italy;1;61.4;51.17;https://hedonism.co.uk/product/chianti-classico-il-solatio-castello-di-albola-2018
HED93658;Arnaldo Caprai Sagrantino di Montefalco Passito Half 2018;2018;37.5cl;14;Red;Italy;Italy;4;50;41.67;https://hedonism.co.uk/product/arnaldo-caprai-sagrantino-di-montefalco-passito-half-2018
HED93696;Torres Priorat Mas de la Rosa 2018;2018;75cl;;Red;Spain;Spain;2;319;265.83;https://hedonism.co.uk/product/torres-priorat-mas-de-la-rosa-2018
HED24064;Henschke Cyril Henschke Cabernet Sauvignon 2018;2018;75cl;14.5;Red;Australia;Australia;4;125;104.17;https://hedonism.co.uk/product/henschke-cyril-henschke-cabernet-sauvignon-2018
HED24065;Henschke Hill of Grace 2018;2018;75cl;14.5;Red;Australia;Australia;3;675;562.5;https://hedonism.co.uk/product/henschke-hill-grace-2018
HED24066;Henschke Hill of Roses 2018;2018;75cl;14.5;Red;Australia;Australia;1;350;291.67;https://hedonism.co.uk/product/henschke-hill-roses-2018
HED24068;Henschke Mount Edelstone 2018;2018;75cl;14.5;Red;Australia;Australia;3;170;141.67;https://hedonism.co.uk/product/henschke-mount-edelstone-2018
HED24069;Henschke The Wheelwright 2018;2018;75cl;14.5;Red;Australia;Australia;4;120;100;https://hedonism.co.uk/product/henschke-wheelwright-2018
HED24070;Henschke Keyneton Euphonium 2018;2018;75cl;14.5;Red;Australia;Australia;1;48;40;https://hedonism.co.uk/product/henschke-keyneton-euphonium-2018
HED24095;Amarone della Valpolicella La Giuva 2018;2018;75cl;16;Red;Italy;Italy;5;78.5;65.42;https://hedonism.co.uk/product/amarone-della-valpolicella-la-giuva-2018
HED24121;Brunello di Montalcino Fiore di NO La Fiorita 2018;2018;75cl;15;Red;Italy;Italy;2;134;111.67;https://hedonism.co.uk/product/brunello-di-montalcino-fiore-di-no-la-fiorita-2018
HED24126;Hyde de Villaine Belle Cousine 2018;2018;75cl;14;Red;United States;USA;6;105;87.5;https://hedonism.co.uk/product/hyde-de-villaine-belle-cousine-2018
HED93902;Convento San Francisco La Zapatera 2018;2018;75cl;15;Red;Spain;Spain;7;81.7;68.08;https://hedonism.co.uk/product/convento-san-francisco-la-zapatera-2018
HED93911;Quinta das Bageiras Garrafeira Tinto 2018;2018;75cl;15;Red;Portugal;Portugal;4;51.6;43;https://hedonism.co.uk/product/quinta-das-bageiras-garrafeira-tinto-2018
HED93988;Sauska Kadarka 2018;2018;75cl;13;Red;Hungary;Hungary;3;22.9;19.08;https://hedonism.co.uk/product/sauska-kadarka-2018
HED94058;Cornell Estate Cabernet Sauvignon 2018;2018;75cl;14.5;Red;United States;USA;5;235;195.83;https://hedonism.co.uk/product/cornell-estate-cabernet-sauvignon-2018
HED24206;Fay Carteria Valtellina Superiore 2018;2018;75cl;14;Red;Italy;Italy;12;45;37.5;https://hedonism.co.uk/product/fay-carteria-valtellina-superiore-2018
HED94068;Dalla Cia Giorgio 2018;2018;75cl;15;Red;South Africa;South Africa;5;36.4;30.33;https://hedonism.co.uk/product/dalla-cia-giorgio-2018
HED94070;Keet First Verse 2018;2018;75cl;15;Red;South Africa;South Africa;4;53.9;44.92;https://hedonism.co.uk/product/keet-first-verse-2018
HED94080;Van Blijon Cinq 2018;2018;75cl;14.5;Red;South Africa;South Africa;19;49.8;41.5;https://hedonism.co.uk/product/van-blijon-cinq-2018
HED24228;Brunello di Montalcino Poggio Alle Mura Banfi 2018;2018;75cl;;Red;Italy;Italy;6;91.5;76.25;https://hedonism.co.uk/product/brunello-di-montalcino-poggio-alle-mura-banfi-2018
HED94100;Clos d`Ora Gerard Bertrand 2018;2018;75cl;15.5;Red;France;Regional France;1;228;190;https://hedonism.co.uk/product/clos-dora-gerard-bertrand-2018
HED24267;Brunello di Montalcino San Polo 2018;2018;75cl;14;Red;Italy;Italy;8;77.3;64.42;https://hedonism.co.uk/product/brunello-di-montalcino-san-polo-2018
HED94188;AZ Granata Heritage Merlot 2018;2018;75cl;13;Red;Azerbaijan;Azerbaijan;5;31.8;26.5;https://hedonism.co.uk/product/az-granata-heritage-merlot-2018
HED24361;Barolo Classico Boroli 2018;2018;75cl;14;Red;Italy;Italy;18;56.5;47.08;https://hedonism.co.uk/product/barolo-classico-boroli-2018
HED94621;The Drift Farm Gift Horse Barbera 2018;2018;75cl;12.5;Red;South Africa;South Africa;6;70;58.33;https://hedonism.co.uk/product/drift-farm-gift-horse-barbera-2018
HED94659;Waterstone Study In Blue 2018;2018;75cl;15;Red;United States;USA;2;49.9;41.58;https://hedonism.co.uk/product/waterstone-study-blue-2018
HED94665;Rhys Alpine Vineyard Pinot Noir 2018;2018;75cl;12.6;Red;United States;USA;11;132;110;https://hedonism.co.uk/product/rhys-alpine-vineyard-pinot-noir-2018
HED24376;Planeta Mamertino 2018;2018;75cl;13.5;Red;Italy;Italy;1;44;36.67;https://hedonism.co.uk/product/planeta-mamertino-2018
HED24402;de Pez 2018;2018;75cl;14.5;Red;France;Bordeaux;2;59.8;49.83;https://hedonism.co.uk/product/de-pez-2018
HED24411;Amarone Monte Santoccio 2018;2018;75cl;16;Red;Italy;Italy;8;57.7;48.08;https://hedonism.co.uk/product/amarone-monte-santoccio-2018
HED24425;Tabula Ribera del Duero Bodegas Tabula 2018;2018;75cl;14.5;Red;Spain;Spain;5;34;28.33;https://hedonism.co.uk/product/tabula-ribera-del-duero-bodegas-tabula-2018
HED24436;Brunello di Montalcino Pian Delle Vigne Antinori 2018;2018;75cl;14.5;Red;Italy;Italy;12;80;66.67;https://hedonism.co.uk/product/brunello-di-montalcino-pian-delle-vigne-antinori-2018
HED24569;Torres Mas La Plana 2018;2018;75cl;14.5;Red;Spain;Spain;7;63.3;52.75;https://hedonism.co.uk/product/torres-mas-la-plana-2018
HED24600;Langhe Rosso Roagna 2018;2018;75cl;14;Red;Italy;Italy;2;50;41.67;https://hedonism.co.uk/product/langhe-rosso-roagna-2018
HED95637;Valpolicella Ripasso Classico Superiore Carlo Meroni 2018;2018;75cl;15.5;Red;Italy;Italy;6;45;37.5;https://hedonism.co.uk/product/valpolicella-ripasso-classico-superiore-carlo-meroni-2018
HED24635;Nuits St Georges Aux Lavieres Comte Liger Belair 2018;2018;75cl;13.5;Red;France;Burgundy;5;1060;883.33;https://hedonism.co.uk/product/nuits-st-georges-aux-lavieres-comte-liger-belair-2018
HED24638;Vosne Romanee Comte Liger Belair 2018;2018;75cl;13.5;Red;France;Burgundy;4;940;783.33;https://hedonism.co.uk/product/vosne-romanee-comte-liger-belair-2018
HED24669;Charles Melton Nine Popes 2018;2018;75cl;14.5;Red;Australia;Australia;3;75;62.5;https://hedonism.co.uk/product/charles-melton-nine-popes-2018
HED24678;Garzon Balasto 2018;2018;75cl;13.5;Red;Uruguay;Uruguay;3;88.7;73.92;https://hedonism.co.uk/product/garzon-balasto-2018
HED24694;Veneroso Tenuta di Ghizzano 2018;2018;75cl;13.5;Red;Italy;Italy;8;29.7;24.75;https://hedonism.co.uk/product/veneroso-tenuta-di-ghizzano-2018
HED95923;Domaine des Tourelles Marquis Des Beys Rouge 2018;2018;75cl;14;Red;Lebanon;Lebanon;4;28;23.33;https://hedonism.co.uk/product/domaine-des-tourelles-marquis-des-beys-rouge-2018
HED24813;Laibach Claypot Merlot 2018;2018;75cl;14.5;Red;South Africa;South Africa;5;32.1;26.75;https://hedonism.co.uk/product/laibach-claypot-merlot-2018
HED24817;Domaine des Tourelles Syrah Du Liban 2018;2018;75cl;14.5;Red;Lebanon;Lebanon;7;45.8;38.17;https://hedonism.co.uk/product/domaine-des-tourelles-syrah-du-liban-2018
HED24842;Errazuriz Las Pizarras Pinot Noir 2018;2018;75cl;13;Red;Chile;Chile;1;86.2;71.83;https://hedonism.co.uk/product/errazuriz-las-pizarras-pinot-noir-2018
HED24847;Scala Dei Cartoixa 2018;2018;75cl;14;Red;Spain;Spain;2;58.8;49;https://hedonism.co.uk/product/scala-dei-cartoixa-2018
HED24864;Gattinara Riserva Antoniolo 2018;2018;75cl;14;Red;Italy;Italy;5;60.5;50.42;https://hedonism.co.uk/product/gattinara-riserva-antoniolo-2018
HED24894;Castiglion del Bosco Brunello di Montalcino 2018;2018;75cl;14;Red;Italy;Italy;4;70;58.33;https://hedonism.co.uk/product/castiglion-del-bosco-brunello-di-montalcino-2018
HED24885;Sperino L Franc 2018;2018;75cl;14;Red;Italy;Italy;6;148;123.33;https://hedonism.co.uk/product/sperino-l-franc-2018
HED24905;Brunello di Montalcino La Fiorita 2018;2018;75cl;15;Red;Italy;Italy;6;70;58.33;https://hedonism.co.uk/product/brunello-di-montalcino-la-fiorita-2018
HED96754;Wayfarer The Traveller Pinot Noir 2018;2018;75cl;14.4;Red;United States;USA;1;165;137.5;https://hedonism.co.uk/product/wayfarer-traveller-pinot-noir-2018
HED96892;Numanthia 2018;2018;75cl;15;Red;Spain;Spain;13;62.1;51.75;https://hedonism.co.uk/product/numanthia-2018
HED97079;Thomas Dundee Hills Pinot Noir 2018;2018;75cl;13.4;Red;United States;USA;9;180;150;https://hedonism.co.uk/product/thomas-dundee-hills-pinot-noir-2018
HED26672;Cahors Les Quatres Chambrees Berangeraie 2018;2018;75cl;14;Red;France;Regional France;11;28;23.33;https://hedonism.co.uk/product/cahors-les-quatres-chambrees-berangeraie-2018
HED26769;Le Volte dell`Ornellaia 600cl 2018;2018;600cl;14;Red;Italy;Italy;1;380;316.67;https://hedonism.co.uk/product/le-volte-dellornellaia-600cl-2018
HED26774;Scipio Sette Cieli 2018;2018;75cl;14.5;Red;Italy;Italy;4;95;79.17;https://hedonism.co.uk/product/scipio-sette-cieli-2018
HED26798;Te Mata Coleraine 2018;2018;75cl;13.5;Red;New Zealand;New Zealand;7;78.9;65.75;https://hedonism.co.uk/product/te-mata-coleraine-2018
HED97212;Lascombes (Kosher) 2018;2018;75cl;14.5;Red;France;Bordeaux;5;180;150;https://hedonism.co.uk/product/lascombes-kosher-2018
HED26852;Valenciso 2018;2018;75cl;14.5;Red;Spain;Spain;12;30.6;25.5;https://hedonism.co.uk/product/valenciso-2018
HED97371;Skerk Teran 2018;2018;75cl;13.5;Red;Italy;Italy;4;58;48.33;https://hedonism.co.uk/product/skerk-teran-2018
HED26884;Cote Rotie La Germine Duclaux 2018;2018;75cl;13.5;Red;France;Northern Rhone;1;60;50;https://hedonism.co.uk/product/cote-rotie-la-germine-duclaux-2018
HED26889;Passorosso Tenuta di Passopisciaro 2018;2018;75cl;13;Red;Italy;Italy;6;44.9;37.42;https://hedonism.co.uk/product/passorosso-tenuta-di-passopisciaro-2018
HED26905;Canta la Perdiz Dominio del Aguila 2018;2018;75cl;14.5;Red;Spain;Spain;2;350;291.67;https://hedonism.co.uk/product/canta-la-perdiz-dominio-del-aguila-2018
HED97525;Arbois Pupillin En Aspis Bruyere & Houillon 2018;2018;75cl;12;Red;France;Regional France;1;290;241.67;https://hedonism.co.uk/product/arbois-pupillin-en-aspis-bruyere-houillon-2018
HED97527;Thomas Popy Le Clos Bareth 2018;2018;75cl;12.2;Red;France;Regional France;2;120;100;https://hedonism.co.uk/product/thomas-popy-le-clos-bareth-2018
HED97529;Fleurie L`Ultime Yvon Metras 2018;2018;75cl;13.5;Red;France;Burgundy;1;275;229.17;https://hedonism.co.uk/product/fleurie-lultime-yvon-metras-2018
HED97568;Bourgogne Rouge Cote d`Or Cecile Tremblay 2018;2018;75cl;13.5;Red;France;Burgundy;9;250;208.33;https://hedonism.co.uk/product/bourgogne-rouge-cote-dor-cecile-tremblay-2018
HED97636;Brunello di Montalcino Bosco Stella di Campalto 2018;2018;75cl;14;Red;Italy;Italy;4;400;333.33;https://hedonism.co.uk/product/brunello-di-montalcino-bosco-stella-di-campalto-2018
HED97721;Aglianico I Viaggiatori Joaquin 2018;2018;75cl;14.5;Red;Italy;Italy;3;60;50;https://hedonism.co.uk/product/aglianico-i-viaggiatori-joaquin-2018
HED97808;Brunello di Montalcino Riserva gli Angeli La Gerla 2018;2018;75cl;14.5;Red;Italy;Italy;55;90;75;https://hedonism.co.uk/product/brunello-di-montalcino-riserva-gli-angeli-la-gerla-2018
HED27223;Barbaresco Albesani Franco Rocca 2018;2018;75cl;14;Red;Italy;Italy;15;60;50;https://hedonism.co.uk/product/barbaresco-albesani-franco-rocca-2018
HED27232;De Angeles Gran Malbec 2018;2018;75cl;14.5;Red;Argentina;Argentina;10;55.6;46.33;https://hedonism.co.uk/product/de-angeles-gran-malbec-2018
HED27262;Pahlmeyer Proprietary Red 2018;2018;75cl;15;Red;United States;USA;3;240;200;https://hedonism.co.uk/product/pahlmeyer-proprietary-red-2018
HED27312;Tinta Roriz Quinta do Crasto 2018;2018;75cl;14.5;Red;Portugal;Portugal;6;67.7;56.42;https://hedonism.co.uk/product/tinta-roriz-quinta-do-crasto-2018
HED27392;Amarone Ravazzol Ca La Bionda 2018;2018;75cl;16.5;Red;Italy;Italy;5;64.8;54;https://hedonism.co.uk/product/amarone-ravazzol-ca-la-bionda-2018
HED27434;The Drift Farm Moveable Feast 2018;2018;75cl;13.5;Red;South Africa;South Africa;11;25;20.83;https://hedonism.co.uk/product/drift-farm-moveable-feast-2018
HED27539;Bourgogne Rouge Ghislaine Barthod 2018;2018;75cl;13;Red;France;Burgundy;6;50;41.67;https://hedonism.co.uk/product/bourgogne-rouge-ghislaine-barthod-2018
HED27554;Bourgogne Rouge Cecile Tremblay 2018;2018;75cl;13.5;Red;France;Burgundy;3;240;200;https://hedonism.co.uk/product/bourgogne-rouge-cecile-tremblay-2018
HED27571;Ja-Nai Les Saugettes Miroirs 2018;2018;75cl;13;Red;France;Regional France;1;1200;1000;https://hedonism.co.uk/product/ja-nai-les-saugettes-miroirs-2018
HED27614;John Duval Eligo 2018;2018;75cl;14.5;Red;Australia;Australia;6;80;66.67;https://hedonism.co.uk/product/john-duval-eligo-2018
HED27626;Castiglion del Bosco Campo del Drago Brunello di Montalcino 2018;2018;75cl;14.5;Red;Italy;Italy;6;125;104.17;https://hedonism.co.uk/product/castiglion-del-bosco-campo-del-drago-brunello-di-montalcino-2018
HED27636;Villa Raiano Taurasi 2018;2018;75cl;13.5;Red;Italy;Italy;11;31;25.83;https://hedonism.co.uk/product/villa-raiano-taurasi-2018
HED27648;Ciro Riserva Piu Vite Sergio Arcuri 2018;2018;75cl;14.5;Red;Italy;Italy;6;40.5;33.75;https://hedonism.co.uk/product/ciro-riserva-piu-vite-sergio-arcuri-2018
HED27701;Bressan Schioppettino 2018;2018;75cl;13;Red;Italy;Italy;16;55;45.83;https://hedonism.co.uk/product/bressan-schioppettino-2018
HED98996;Nuits St Georges Clos des Corvees Prieure-Roch Magnum 2018;2018;150cl;13.5;Red;France;Burgundy;1;1500;1250;https://hedonism.co.uk/product/nuits-st-georges-clos-des-corvees-prieure-roch-magnum-2018
HED98998;Vosne Romanee Le Clos Goillotte Prieure Roch Magnum 2018;2018;150cl;12.5;Red;France;Burgundy;1;3400;2833.33;https://hedonism.co.uk/product/vosne-romanee-le-clos-goillotte-prieure-roch-magnum-2018
HED92711;Doe Eyed Queen Rose 2018;2018;75cl;12;Rose;England;England;6;49.2;41;https://hedonism.co.uk/product/doe-eyed-queen-rose-2018
HED96752;Pol Roger Rose Vintage 2018;2018;75cl;12.5;Rose;France;Champagne;17;96;80;https://hedonism.co.uk/product/pol-roger-rose-vintage-2018
HED26770;Louis Roederer Brut Rose Half 2018;2018;37.5cl;12.5;Rose;France;Champagne;7;44.2;36.83;https://hedonism.co.uk/product/louis-roederer-brut-rose-half-2018
HED27633;Finca Allende Rioja Rosado 2018;2018;75cl;13.5;Rose;Spain;Spain;5;31.3;26.08;https://hedonism.co.uk/product/finca-allende-rioja-rosado-2018
HED79000;Friulano Miani Magnum 2018;2018;150cl;14;White;Italy;Italy;1;180;150;https://hedonism.co.uk/product/friulano-miani-magnum-2018
HED55124;Egon Muller Scharzhofberger Riesling Auslese Magnum 2018;2018;150cl;8.5;White;Germany;Germany;1;1010;841.67;https://hedonism.co.uk/product/egon-muller-scharzhofberger-riesling-auslese-magnum-2018
HED55125;Egon Muller Scharzhofberger Riesling Auslese 300cl 2018;2018;300cl;8.5;White;Germany;Germany;1;2020;1683.33;https://hedonism.co.uk/product/egon-muller-scharzhofberger-riesling-auslese-300cl-2018
HED55129;Egon Muller Scharzhofberger Riesling Auslese Goldkapsel 300cl 2018;2018;300cl;8.5;White;Germany;Germany;1;5920;4933.33;https://hedonism.co.uk/product/egon-muller-scharzhofberger-riesling-auslese-goldkapsel-300cl-2018
HED55140;Egon Muller Wiltinger Braune Kupp Riesling Auslese Half 2018;2018;37.5cl;9;White;Germany;Germany;1;94.62;78.85;https://hedonism.co.uk/product/egon-muller-wiltinger-braune-kupp-riesling-auslese-half-2018
HED55142;Egon Muller Wiltinger Braune Kupp Riesling Auslese Magnum 2018;2018;150cl;9;White;Germany;Germany;1;346;288.33;https://hedonism.co.uk/product/egon-muller-wiltinger-braune-kupp-riesling-auslese-magnum-2018
HED55143;Egon Muller Wiltinger Braune Kupp Riesling Auslese 300cl 2018;2018;300cl;9;White;Germany;Germany;3;692;576.67;https://hedonism.co.uk/product/egon-muller-wiltinger-braune-kupp-riesling-auslese-300cl-2018
HED55144;Egon Muller Wiltinger Braune Kupp Riesling Auslese 600cl 2018;2018;600cl;9;White;Germany;Germany;2;1440;1200;https://hedonism.co.uk/product/egon-muller-wiltinger-braune-kupp-riesling-auslese-600cl-2018
HED55145;Egon Muller Scharzhofberger Riesling Auslese Goldkapsel 2018;2018;75cl;8.5;White;Germany;Germany;7;1470;1225;https://hedonism.co.uk/product/egon-muller-scharzhofberger-riesling-auslese-goldkapsel-2018
HED57280;Les Nourrissons Bernaudeau 2018;2018;75cl;13.5;White;France;Loire;3;325;270.83;https://hedonism.co.uk/product/les-nourrissons-bernaudeau-2018
HED58350;Rossj-Bass Gaja Half 2018;2018;37.5cl;13.5;White;Italy;Italy;1;40;33.33;https://hedonism.co.uk/product/rossj-bass-gaja-half-2018
HED58998;Meursault Perrieres Vincent Dancer 2018;2018;75cl;13;White;France;Burgundy;3;710;591.67;https://hedonism.co.uk/product/meursault-perrieres-vincent-dancer-2018
HED57559;Meursault Clos des Ecoles Hudelot Noellat 2018;2018;75cl;13;White;France;Burgundy;8;90;75;https://hedonism.co.uk/product/meursault-clos-des-ecoles-hudelot-noellat-2018
HED57627;Meursault Les Perrieres Henri Boillot 2018;2018;75cl;14;White;France;Burgundy;6;375;312.5;https://hedonism.co.uk/product/meursault-les-perrieres-henri-boillot-2018
HED57716;Batard Montrachet Fontaine Gagnard 2018;2018;75cl;13.5;White;France;Burgundy;1;400;333.33;https://hedonism.co.uk/product/batard-montrachet-fontaine-gagnard-2018
HED59716;Penfolds Yattarna 2018;2018;75cl;13;White;Australia;Australia;11;130;108.33;https://hedonism.co.uk/product/penfolds-yattarna-2018
HED30791;Bourgogne Aligote Coche Dury 2018;2018;75cl;12;White;France;Burgundy;2;270;225;https://hedonism.co.uk/product/bourgogne-aligote-coche-dury-2018
HED40278;Errazuriz Las Pizarras Chardonnay 2018;2018;75cl;13;White;Chile;Chile;3;68.3;56.92;https://hedonism.co.uk/product/errazuriz-las-pizarras-chardonnay-2018
